2025-01-18 13:42:23,232 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-01-18 13:42:49,863 [main] INFO  o.t.s.t.h.config.PayloadSizeFilter - Initialized payload size filter with configuration: /api/v1/*/rpc/**=65536;/api/v1/**=52428800
2025-01-18 13:42:51,022 [main] INFO  o.t.s.s.edge.rpc.EdgeGrpcService - Initializing Edge RPC service!
2025-01-18 13:42:51,576 [main] INFO  o.t.s.s.edge.rpc.EdgeGrpcService - Going to start Edge RPC server using port: 7070
2025-01-18 13:42:51,724 [main] INFO  o.t.s.s.edge.rpc.EdgeGrpcService - Edge RPC service initialized!
2025-01-18 13:42:52,178 [main] INFO  o.t.s.c.t.c.ssl.SslCredentialsConfig - LWM2M Server DTLS Credentials: Skipping initialization of disabled SSL credentials.
2025-01-18 13:42:52,185 [main] INFO  o.t.s.c.t.c.ssl.SslCredentialsConfig - LWM2M Trust Credentials: Skipping initialization of disabled SSL credentials.
2025-01-18 13:42:52,199 [main] INFO  o.t.s.c.t.c.ssl.SslCredentialsConfig - LWM2M Bootstrap DTLS Credentials: Skipping initialization of disabled SSL credentials.
2025-01-18 13:42:52,319 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: zookeeper.version=3.9.2-e454e8c7283100c7caec6dcae2bc82aaecb63023, built on 2024-02-12 20:59 UTC
2025-01-18 13:42:52,320 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: host.name=a0ec0e97904c
2025-01-18 13:42:52,320 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.version=17.0.13
2025-01-18 13:42:52,321 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.vendor=Debian
2025-01-18 13:42:52,321 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.home=/usr/lib/jvm/java-17-openjdk-amd64
2025-01-18 13:42:52,322 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.class.path=/usr/share/thingsboard/bin/thingsboard.jar
2025-01-18 13:42:52,322 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.library.path=/usr/java/packages/lib:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
2025-01-18 13:42:52,322 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.io.tmpdir=/tmp
2025-01-18 13:42:52,323 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.compiler=<NA>
2025-01-18 13:42:52,323 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.name=Linux
2025-01-18 13:42:52,324 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.arch=amd64
2025-01-18 13:42:52,324 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.version=5.15.167.4-microsoft-standard-WSL2
2025-01-18 13:42:52,325 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: user.name=thingsboard
2025-01-18 13:42:52,325 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: user.home=/nonexistent
2025-01-18 13:42:52,325 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: user.dir=/
2025-01-18 13:42:52,325 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.memory.free=66MB
2025-01-18 13:42:52,326 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.memory.max=1908MB
2025-01-18 13:42:52,326 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.memory.total=252MB
2025-01-18 13:42:52,387 [main] INFO  d.n.internal.NashornDetection - Delight-nashorn-sandbox detected that JDK Nashorn is absent and standalone Nashorn is present, and will use Standalone Nashorn
2025-01-18 13:42:52,913 [main] INFO  o.t.s.a.service.DefaultActorService - Initializing actor system.
2025-01-18 13:42:52,929 [main] INFO  o.t.s.a.service.DefaultActorService - Actor system initialized.
2025-01-18 13:42:53,797 [main] INFO  o.t.s.c.SystemInfoController - System build info: {"version":"3.9.0","artifact":"application","name":"ThingsBoard Server Application","type":"CE"}
2025-01-18 13:42:54,431 [main] INFO  o.t.s.c.adaptor.JsonConverterConfig - JSON max string value length = 0
2025-01-18 13:42:54,432 [main] INFO  o.t.s.c.adaptor.JsonConverterConfig - JSON type cast enabled = true
2025-01-18 13:42:54,562 [main] INFO  o.t.s.t.mqtt.MqttTransportService - Setting resource leak detector level to DISABLED
2025-01-18 13:42:54,563 [main] INFO  o.t.s.t.mqtt.MqttTransportService - Starting MQTT transport...
2025-01-18 13:42:54,637 [main] INFO  o.t.s.t.mqtt.MqttTransportService - Mqtt transport started!
2025-01-18 13:42:54,687 [main] INFO  o.e.c.elements.config.Configuration - defaults added COAP.
2025-01-18 13:42:54,711 [main] INFO  o.e.c.elements.config.Configuration - defaults added UDP.
2025-01-18 13:42:54,713 [main] INFO  o.e.c.c.network.RandomTokenGenerator - using tokens of 8 bytes in length
2025-01-18 13:42:54,757 [main] INFO  org.eclipse.californium.ban - Started.
2025-01-18 13:42:54,760 [main] INFO  o.e.c.core.network.CoapEndpoint - coap CoapEndpoint uses udp context
2025-01-18 13:42:54,779 [main] INFO  o.e.c.elements.config.Configuration - defaults added SYS.
2025-01-18 13:42:54,780 [main] INFO  o.e.c.c.network.stack.BlockwiseLayer - coap BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=1024, BLOCKWISE_STATUS_LIFETIME=300000, MAX_RESOURCE_BODY_SIZE=268435456, BLOCKWISE_STRICT_BLOCK2_OPTION=true
2025-01-18 13:42:54,798 [main] INFO  o.e.californium.core.CoapServer - Starting server
2025-01-18 13:42:54,814 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector starts up 1 sender threads and 1 receiver threads
2025-01-18 13:42:54,820 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector listening on /[0:0:0:0:0:0:0:0]:5683, recv buf = 106496, send buf = 106496, recv packet size = 2048
2025-01-18 13:42:54,822 [main] INFO  o.e.c.core.network.CoapEndpoint - coap Started endpoint at coap://[0:0:0:0:0:0:0:0]:5683
2025-01-18 13:42:54,861 [main] INFO  o.t.s.t.coap.CoapTransportService - Starting CoAP transport...
2025-01-18 13:42:54,869 [main] INFO  o.t.s.t.coap.CoapTransportService - CoAP transport started!
2025-01-18 13:42:55,027 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Starting LwM2M transport bootstrap server...
2025-01-18 13:42:55,051 [main] INFO  o.e.c.elements.util.JceProviderUtil - JCE default setup
2025-01-18 13:42:55,072 [main] INFO  o.e.c.elements.util.JceProviderUtil - RSA: true, EC: true, AES: not restricted
2025-01-18 13:42:55,080 [main] INFO  o.e.c.elements.util.JceProviderUtil - EdDSA supported by SunEC, Ed25519: true, Ed448: true
2025-01-18 13:42:55,081 [main] INFO  o.e.c.elements.util.JceProviderUtil - JCE setup: SunEC version 17, ready.
2025-01-18 13:42:55,133 [main] INFO  o.e.c.elements.config.Configuration - defaults added DTLS.
2025-01-18 13:42:55,385 [main] WARN  o.e.l.s.b.LeshanBootstrapServerBuilder - configStore is set but you also provide a custom SessionManager so this store will not be used
2025-01-18 13:42:55,391 [main] INFO  o.e.c.c.network.RandomTokenGenerator - using tokens of 8 bytes in length
2025-01-18 13:42:55,392 [main] INFO  o.e.c.core.network.CoapEndpoint - [Bootstrap Server-coap://0.0.0.0:5687] CoapEndpoint uses udp context
2025-01-18 13:42:55,393 [main] INFO  o.e.c.c.network.stack.BlockwiseLayer - [Bootstrap Server-coap://0.0.0.0:5687] BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=1024, BLOCKWISE_STATUS_LIFETIME=300000, MAX_RESOURCE_BODY_SIZE=268435456, BLOCKWISE_STRICT_BLOCK2_OPTION=true
2025-01-18 13:42:55,403 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Unable to load X509 files for LWM2MServer
2025-01-18 13:42:55,405 [main] WARN  o.e.l.s.c.b.e.c.CoapsBootstrapServerEndpointFactory - PskStore should be automatically set by Leshan. Using a custom implementation is not advised.
2025-01-18 13:42:55,432 [main] INFO  o.e.c.s.d.InMemoryReadWriteLockConnectionStore - Created new InMemoryConnectionStore [capacity: 150000, connection expiration threshold: 1800s]
2025-01-18 13:42:55,436 [main] INFO  o.e.c.c.network.RandomTokenGenerator - using tokens of 8 bytes in length
2025-01-18 13:42:55,436 [main] INFO  o.e.c.core.network.CoapEndpoint - [Bootstrap Server-coaps://0.0.0.0:5688] CoapEndpoint uses lwm2m correlation
2025-01-18 13:42:55,437 [main] INFO  o.e.c.c.network.stack.BlockwiseLayer - [Bootstrap Server-coaps://0.0.0.0:5688] BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=1024, BLOCKWISE_STATUS_LIFETIME=300000, MAX_RESOURCE_BODY_SIZE=268435456, BLOCKWISE_STRICT_BLOCK2_OPTION=true
2025-01-18 13:42:55,440 [main] INFO  o.e.californium.core.CoapServer - Starting server
2025-01-18 13:42:55,444 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector starts up 2 sender threads and 2 receiver threads
2025-01-18 13:42:55,445 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector listening on /[0:0:0:0:0:0:0:0]:5687, recv buf = 106496, send buf = 106496, recv packet size = 2048
2025-01-18 13:42:55,446 [main] INFO  o.e.c.core.network.CoapEndpoint - [Bootstrap Server-coap://0.0.0.0:5687] Started endpoint at coap://[0:0:0:0:0:0:0:0]:5687
2025-01-18 13:42:55,448 [main] INFO  o.e.c.scandium.DTLSConnector - multiple network interfaces, using smallest MTU [IPv4 1500, IPv6 1280]
2025-01-18 13:42:55,452 [main] INFO  o.e.c.scandium.DTLSConnector - DTLSConnector listening on /[0:0:0:0:0:0:0:0]:5688, recv buf = 106496, send buf = 106496, recv packet size = 16490, MTU = IPv4 1500 / IPv6 1280
2025-01-18 13:42:55,452 [DTLS-Receiver-0-/[0:0:0:0:0:0:0:0]:5688] INFO  o.e.c.scandium.DTLSConnector - Starting worker thread [DTLS-Receiver-0-/[0:0:0:0:0:0:0:0]:5688]
2025-01-18 13:42:55,452 [DTLS-Receiver-1-/[0:0:0:0:0:0:0:0]:5688] INFO  o.e.c.scandium.DTLSConnector - Starting worker thread [DTLS-Receiver-1-/[0:0:0:0:0:0:0:0]:5688]
2025-01-18 13:42:55,453 [main] INFO  o.e.c.core.network.CoapEndpoint - [Bootstrap Server-coaps://0.0.0.0:5688] Started endpoint at coaps://[0:0:0:0:0:0:0:0]:5688
2025-01-18 13:42:55,453 [main] INFO  o.e.l.s.b.LeshanBootstrapServer - Bootstrap server started.
2025-01-18 13:42:55,454 [main] INFO  o.e.l.s.b.LeshanBootstrapServer - CoAP over UDP endpoint based on Californium library available at coap://[0:0:0:0:0:0:0:0]:5687.
2025-01-18 13:42:55,454 [main] INFO  o.e.l.s.b.LeshanBootstrapServer - CoAP over DTLS endpoint based on Californium/Scandium library available at coaps://[0:0:0:0:0:0:0:0]:5688.
2025-01-18 13:42:55,454 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Started LwM2M transport bootstrap server.
2025-01-18 13:42:55,619 [main] INFO  o.t.s.t.s.s.SnmpTransportService - SNMP transport service initialized
2025-01-18 13:42:56,425 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [public/index.html]
2025-01-18 13:42:57,478 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2025-01-18 13:42:57,618 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Or [Deferred [Mvc [pattern='/*.js'], Ant [pattern='/*.js']], Deferred [Mvc [pattern='/*.css'], Ant [pattern='/*.css']], Deferred [Mvc [pattern='/*.ico'], Ant [pattern='/*.ico']], Deferred [Mvc [pattern='/assets/**'], Ant [pattern='/assets/**']], Deferred [Mvc [pattern='/static/**'], Ant [pattern='/static/**']]] with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2a37ad78, org.springframework.security.web.header.HeaderWriterFilter@5b3216b7, org.springframework.security.web.csrf.CsrfFilter@7309368a, org.springframework.security.web.authentication.logout.LogoutFilter@4f37ade6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@37f7fc5e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2b1f7743, org.springframework.security.web.access.ExceptionTranslationFilter@7ae989f9, org.springframework.security.web.access.intercept.AuthorizationFilter@798df66]
2025-01-18 13:42:57,783 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@309953bc, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@737d8b92, org.springframework.security.web.context.SecurityContextHolderFilter@130b3704, org.springframework.web.filter.CorsFilter@42eaa450, org.springframework.security.web.authentication.logout.LogoutFilter@7ec6aef0, org.springframework.security.oauth2.client.web.OAuth2AuthorizationRequestRedirectFilter@191014e2, org.springframework.security.oauth2.client.web.OAuth2LoginAuthenticationFilter@73b0b411, org.thingsboard.server.service.security.auth.rest.RestLoginProcessingFilter@681ad3bf, org.thingsboard.server.service.security.auth.rest.RestPublicLoginProcessingFilter@606b3d08, org.thingsboard.server.service.security.auth.jwt.JwtTokenAuthenticationProcessingFilter@226ca31f, org.thingsboard.server.service.security.auth.jwt.RefreshTokenProcessingFilter@1ea9a2ca, org.thingsboard.server.transport.http.config.PayloadSizeFilter@6be2112, org.thingsboard.server.config.RateLimitProcessingFilter@6c0ad587, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@26236c98, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@62b15496, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4c0c0c21, org.springframework.security.web.session.SessionManagementFilter@3386a964, org.springframework.security.web.access.ExceptionTranslationFilter@611ee8c5, org.springframework.security.web.access.intercept.AuthorizationFilter@1dfa51df]
2025-01-18 13:42:57,795 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Ant [pattern='/api/v1/**'] with [org.springframework.security.web.session.DisableEncodeUrlFilter@325405ea, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1398ca52, org.springframework.security.web.context.SecurityContextHolderFilter@5ae17b5, org.springframework.security.web.header.HeaderWriterFilter@6c255c40, org.springframework.web.filter.CorsFilter@42eaa450, org.springframework.security.web.authentication.logout.LogoutFilter@79cb04c6, org.thingsboard.server.transport.http.config.PayloadSizeFilter@2f6e70fe, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@467305e6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@17ac686d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7f2c820f, org.springframework.security.web.access.ExceptionTranslationFilter@d6da477, org.springframework.security.web.access.intercept.AuthorizationFilter@53d299a8]
2025-01-18 13:42:59,997 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2025-01-18 13:42:59,998 [main] INFO  o.s.i.c.PublishSubscribeChannel - Channel 'application.errorChannel' has 1 subscriber(s).
2025-01-18 13:43:00,000 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - started bean '_org.springframework.integration.errorLogger'
2025-01-18 13:43:00,031 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-9090"]
2025-01-18 13:43:00,060 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 9090 (http) with context path ''
2025-01-18 13:43:00,121 [main] INFO  o.t.s.ThingsboardServerApplication - Started ThingsboardServerApplication in 37.83 seconds (process running for 39.868)
2025-01-18 13:43:00,136 [TB-Scheduling-2] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2025-01-18 13:43:00,202 [main] INFO  o.t.s.q.c.c.QueueConsumerManager - [TB Version Control] Launching consumer
2025-01-18 13:43:00,204 [main] INFO  o.t.s.q.d.HashPartitionService - Recalculating partitions
2025-01-18 13:43:00,205 [main] INFO  o.t.s.q.d.HashPartitionService - [a0ec0e97904c] Found common server: [TB_CORE, TB_RULE_ENGINE, TB_TRANSPORT, JS_EXECUTOR, TB_VC_EXECUTOR]
2025-01-18 13:43:00,220 [main] INFO  o.t.s.q.d.HashPartitionService - Partitions changed: 
[QK(Main,TB_RULE_ENGINE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[QK(HighPriority,TB_RULE_ENGINE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[QK(SequentialByOriginator,TB_RULE_ENGINE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
2025-01-18 13:43:00,222 [main] INFO  o.t.s.a.service.DefaultActorService - Received partition change event.
2025-01-18 13:43:00,227 [tb-rule-engine-mgmt-0-1] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)] Added partitions: [tb_rule_engine.main.8, tb_rule_engine.main.9, tb_rule_engine.main.6, tb_rule_engine.main.7, tb_rule_engine.main.4, tb_rule_engine.main.5, tb_rule_engine.main.2, tb_rule_engine.main.3, tb_rule_engine.main.0, tb_rule_engine.main.1], removed partitions: []
2025-01-18 13:43:00,228 [main] INFO  o.t.s.q.d.HashPartitionService - Partitions changed: 
[QK(Main,TB_VC_EXECUTOR,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
2025-01-18 13:43:00,228 [tb-rule-engine-mgmt-0-3] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(SequentialByOriginator,TB_RULE_ENGINE,system)] Added partitions: [tb_rule_engine.sq.9, tb_rule_engine.sq.8, tb_rule_engine.sq.7, tb_rule_engine.sq.2, tb_rule_engine.sq.1, tb_rule_engine.sq.0, tb_rule_engine.sq.6, tb_rule_engine.sq.5, tb_rule_engine.sq.4, tb_rule_engine.sq.3], removed partitions: []
2025-01-18 13:43:00,228 [tb-rule-engine-mgmt-0-2] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(HighPriority,TB_RULE_ENGINE,system)] Added partitions: [tb_rule_engine.hp.9, tb_rule_engine.hp.7, tb_rule_engine.hp.8, tb_rule_engine.hp.5, tb_rule_engine.hp.6, tb_rule_engine.hp.3, tb_rule_engine.hp.4, tb_rule_engine.hp.1, tb_rule_engine.hp.2, tb_rule_engine.hp.0], removed partitions: []
2025-01-18 13:43:00,229 [main] INFO  o.t.s.q.d.HashPartitionService - Partitions changed: 
[QK(Main,TB_CORE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[QK(Edge,TB_CORE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
2025-01-18 13:43:00,232 [tb-rule-engine-mgmt-0-2] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(HighPriority,TB_RULE_ENGINE,system)-9] Launching consumer
2025-01-18 13:43:00,233 [tb-rule-engine-mgmt-0-3] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(SequentialByOriginator,TB_RULE_ENGINE,system)-9] Launching consumer
2025-01-18 13:43:00,233 [tb-rule-engine-mgmt-0-1] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)-8] Launching consumer
2025-01-18 13:43:00,234 [tb-rule-engine-mgmt-0-2] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(HighPriority,TB_RULE_ENGINE,system)-7] Launching consumer
2025-01-18 13:43:00,234 [tb-rule-engine-mgmt-0-1] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)-9] Launching consumer
2025-01-18 13:43:00,234 [tb-rule-engine-mgmt-0-3] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(SequentialByOriginator,TB_RULE_ENGINE,system)-8] Launching consumer
2025-01-18 13:43:00,235 [tb-rule-engine-mgmt-0-2] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(HighPriority,TB_RULE_ENGINE,system)-8] Launching consumer
2025-01-18 13:43:00,236 [tb-rule-engine-mgmt-0-1] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)-6] Launching consumer
2025-01-18 13:43:00,236 [tb-rule-engine-mgmt-0-3] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(SequentialByOriginator,TB_RULE_ENGINE,system)-7] Launching consumer
2025-01-18 13:43:00,237 [tb-rule-engine-mgmt-0-2] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(HighPriority,TB_RULE_ENGINE,system)-5] Launching consumer
2025-01-18 13:43:00,237 [tb-rule-engine-mgmt-0-1] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)-7] Launching consumer
2025-01-18 13:43:00,237 [tb-rule-engine-mgmt-0-3] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(SequentialByOriginator,TB_RULE_ENGINE,system)-2] Launching consumer
2025-01-18 13:43:00,238 [tb-rule-engine-mgmt-0-2] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(HighPriority,TB_RULE_ENGINE,system)-6] Launching consumer
